filename,width,height,class,xmin,ymin,xmax,ymax
18.0050609_-76.7496662_auntyjackie_24.jpg,800,600,18.0050609_-76.7496662_auntyjackie,242,25,683,297
18.0051667_-76.74944412_librarystall_16.jpg,800,600,18.0051667_-76.74944412_librarystall,122,181,662,514
18.0053245_-76.7486424_recyclebin_22.jpg,800,600,18.0053245_-76.7486424_recyclebin,426,132,585,309
18.0053530_-76.7490375_signatentrancetoscitech_3.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,247,182,507,457
18.0051667_-76.74944412_librarystall_2.jpg,800,600,18.0051667_-76.74944412_librarystall,204,178,672,513
18.0050864_-76.7496363_bench_7.jpg,800,600,18.0050864_-76.7496363_bench,177,122,710,454
18.0051836_-76.7497262_pclt1_17.jpg,800,600,18.0051836_-76.7497262_pclt1,89,3,728,600
18.0053245_-76.7486424_recyclebin_24.jpg,800,600,18.0053245_-76.7486424_recyclebin,377,173,513,354
18.0055634_-76.7484079_scitechsign_13.jpg,800,600,18.0055634_-76.7484079_scitechsign,197,1,596,600
18.0053644_-76.7493880_librarysign_13.jpg,800,600,18.0053644_-76.7493880_librarysign,285,119,800,284
18.0053657_-76.7491452_physicssign_23.jpg,800,600,18.0053657_-76.7491452_physicssign,21,89,731,208
18.0050609_-76.7496662_auntyjackie_26.jpg,800,600,18.0050609_-76.7496662_auntyjackie,250,49,602,286
18.0050609_-76.7496662_auntyjackie_15.jpg,800,600,18.0050609_-76.7496662_auntyjackie,369,114,775,403
18.0050864_-76.7496363_bench_11.jpg,800,600,18.0050864_-76.7496363_bench,301,100,543,235
18.0053644_-76.7493880_librarysign_8.jpg,800,600,18.0053644_-76.7493880_librarysign,270,113,512,167
18.0053657_-76.7491452_physicssign_21.jpg,800,600,18.0053657_-76.7491452_physicssign,174,67,385,522
18.0050609_-76.7496662_auntyjackie_1.jpg,800,600,18.0050609_-76.7496662_auntyjackie,20,22,678,352
18.0055634_-76.7484079_scitechsign_1.jpg,800,600,18.0055634_-76.7484079_scitechsign,134,1,604,600
18.0055634_-76.7484079_scitechsign_8.jpg,800,600,18.0055634_-76.7484079_scitechsign,321,67,572,341
18.0050864_-76.7496363_bench_24.jpg,800,600,18.0050864_-76.7496363_bench,128,47,800,579
18.0053530_-76.7490375_signatentrancetoscitech_14.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,180,125,555,249
18.0053530_-76.7490375_signatentrancetoscitech_12.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,24,59,380,282
18.0051667_-76.74944412_librarystall_12.jpg,800,600,18.0051667_-76.74944412_librarystall,1,1,800,505
18.0053530_-76.7490375_signatentrancetoscitech_22.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,124,368,356,581
18.0055634_-76.7484079_scitechsign_12.jpg,800,600,18.0055634_-76.7484079_scitechsign,278,95,526,370
18.0055634_-76.7484079_scitechsign_4.jpg,800,600,18.0055634_-76.7484079_scitechsign,323,81,528,298
18.0053644_-76.7493880_librarysign_4.jpg,800,600,18.0053644_-76.7493880_librarysign,121,94,720,251
18.0050609_-76.7496662_auntyjackie_14.jpg,800,600,18.0050609_-76.7496662_auntyjackie,1,1,507,405
18.0051836_-76.7497262_pclt1_15.jpg,800,600,18.0051836_-76.7497262_pclt1,155,16,531,433
18.0050864_-76.7496363_bench_6.jpg,800,600,18.0050864_-76.7496363_bench,299,70,509,241
18.0050864_-76.7496363_bench_1.jpg,800,600,18.0050864_-76.7496363_bench,250,109,462,274
18.0053644_-76.7493880_librarysign_19.jpg,800,600,18.0053644_-76.7493880_librarysign,99,116,764,227
18.0050609_-76.7496662_auntyjackie_7.jpg,800,600,18.0050609_-76.7496662_auntyjackie,277,21,800,333
18.0053644_-76.7493880_librarysign_21.jpg,800,600,18.0053644_-76.7493880_librarysign,175,128,634,216
18.0051667_-76.74944412_librarystall_17.jpg,800,600,18.0051667_-76.74944412_librarystall,202,136,800,565
18.0053245_-76.7486424_recyclebin_20.jpg,800,600,18.0053245_-76.7486424_recyclebin,128,52,609,578
18.0053530_-76.7490375_signatentrancetoscitech_6.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,194,205,337,316
18.0053245_-76.7486424_recyclebin_15.jpg,800,600,18.0053245_-76.7486424_recyclebin,431,143,561,306
18.0053644_-76.7493880_librarysign_1.jpg,800,600,18.0053644_-76.7493880_librarysign,216,106,561,233
18.0053657_-76.7491452_physicssign_20.jpg,800,600,18.0053657_-76.7491452_physicssign,355,119,583,497
18.0053245_-76.7486424_recyclebin_11.jpg,800,600,18.0053245_-76.7486424_recyclebin,464,162,612,359
18.0053245_-76.7486424_recyclebin_13.jpg,800,600,18.0053245_-76.7486424_recyclebin,166,128,615,563
18.0053644_-76.7493880_librarysign_16.jpg,800,600,18.0053644_-76.7493880_librarysign,375,132,783,209
18.0053530_-76.7490375_signatentrancetoscitech_2.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,13,60,613,333
18.0050864_-76.7496363_bench_12.jpg,800,600,18.0050864_-76.7496363_bench,167,73,424,263
18.0055634_-76.7484079_scitechsign_14.jpg,800,600,18.0055634_-76.7484079_scitechsign,312,67,559,346
18.0051667_-76.74944412_librarystall_15.jpg,800,600,18.0051667_-76.74944412_librarystall,145,201,693,516
18.0051836_-76.7497262_pclt1_16.jpg,800,600,18.0051836_-76.7497262_pclt1,316,17,686,405
18.0051667_-76.74944412_librarystall_13.jpg,800,600,18.0051667_-76.74944412_librarystall,334,68,800,600
18.0051836_-76.7497262_pclt1_6.jpg,800,600,18.0051836_-76.7497262_pclt1,296,71,596,400
18.0050609_-76.7496662_auntyjackie_12.jpg,800,600,18.0050609_-76.7496662_auntyjackie,202,43,800,333
18.0053644_-76.7493880_librarysign_14.jpg,800,600,18.0053644_-76.7493880_librarysign,374,103,702,203
18.0055634_-76.7484079_scitechsign_19.jpg,800,600,18.0055634_-76.7484079_scitechsign,239,57,499,332
18.0053530_-76.7490375_signatentrancetoscitech_16.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,326,135,451,228
18.0050609_-76.7496662_auntyjackie_19.jpg,800,600,18.0050609_-76.7496662_auntyjackie,134,1,655,371
18.0051667_-76.74944412_librarystall_8.jpg,800,600,18.0051667_-76.74944412_librarystall,180,194,629,533
18.0055634_-76.7484079_scitechsign_6.jpg,800,600,18.0055634_-76.7484079_scitechsign,59,1,683,600
18.0053644_-76.7493880_librarysign_3.jpg,800,600,18.0053644_-76.7493880_librarysign,377,106,674,189
18.0051667_-76.74944412_librarystall_9.jpg,800,600,18.0051667_-76.74944412_librarystall,220,146,637,451
18.0053657_-76.7491452_physicssign_15.jpg,800,600,18.0053657_-76.7491452_physicssign,237,187,602,268
18.0053245_-76.7486424_recyclebin_18.jpg,800,600,18.0053245_-76.7486424_recyclebin,461,141,578,306
18.0055634_-76.7484079_scitechsign_3.jpg,800,600,18.0055634_-76.7484079_scitechsign,259,24,720,508
18.0053530_-76.7490375_signatentrancetoscitech_8.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,151,205,323,335
18.0051836_-76.7497262_pclt1_12.jpg,800,600,18.0051836_-76.7497262_pclt1,155,60,645,552
18.0050609_-76.7496662_auntyjackie_5.jpg,800,600,18.0050609_-76.7496662_auntyjackie,2,1,543,362
18.0051836_-76.7497262_pclt1_2.jpg,800,600,18.0051836_-76.7497262_pclt1,36,22,716,600
18.0053245_-76.7486424_recyclebin_3.jpg,800,600,18.0053245_-76.7486424_recyclebin,261,113,742,587
18.0051836_-76.7497262_pclt1_1.jpg,800,600,18.0051836_-76.7497262_pclt1,267,1,604,341
18.0053657_-76.7491452_physicssign_11.jpg,800,600,18.0053657_-76.7491452_physicssign,205,113,602,195
18.0053657_-76.7491452_physicssign_19.jpg,800,600,18.0053657_-76.7491452_physicssign,170,182,634,267
18.0053644_-76.7493880_librarysign_7.jpg,800,600,18.0053644_-76.7493880_librarysign,1,135,750,286
18.0055634_-76.7484079_scitechsign_21.jpg,800,600,18.0055634_-76.7484079_scitechsign,218,11,697,489
18.0053245_-76.7486424_recyclebin_10.jpg,800,600,18.0053245_-76.7486424_recyclebin,256,103,745,600
18.0053245_-76.7486424_recyclebin_6.jpg,800,600,18.0053245_-76.7486424_recyclebin,448,128,626,327
18.0050609_-76.7496662_auntyjackie_6.jpg,800,600,18.0050609_-76.7496662_auntyjackie,5,33,800,363
18.0051667_-76.74944412_librarystall_19.jpg,800,600,18.0051667_-76.74944412_librarystall,188,174,791,536
18.0053245_-76.7486424_recyclebin_7.jpg,800,600,18.0053245_-76.7486424_recyclebin,423,124,586,324
18.0053245_-76.7486424_recyclebin_12.jpg,800,600,18.0053245_-76.7486424_recyclebin,180,121,623,563
18.0053657_-76.7491452_physicssign_9.jpg,800,600,18.0053657_-76.7491452_physicssign,532,133,697,449
18.0053644_-76.7493880_librarysign_5.jpg,800,600,18.0053644_-76.7493880_librarysign,237,111,518,192
18.0053530_-76.7490375_signatentrancetoscitech_15.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,278,201,513,417
18.0055634_-76.7484079_scitechsign_16.jpg,800,600,18.0055634_-76.7484079_scitechsign,250,101,493,371
18.0050609_-76.7496662_auntyjackie_11.jpg,800,600,18.0050609_-76.7496662_auntyjackie,2,3,791,381
18.0050864_-76.7496363_bench_10.jpg,800,600,18.0050864_-76.7496363_bench,247,76,480,268
18.0050609_-76.7496662_auntyjackie_20.jpg,800,600,18.0050609_-76.7496662_auntyjackie,296,35,737,384
18.0053530_-76.7490375_signatentrancetoscitech_1.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,51,305,607,398
18.0053530_-76.7490375_signatentrancetoscitech_20.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,29,217,397,367
18.0050864_-76.7496363_bench_4.jpg,800,600,18.0050864_-76.7496363_bench,436,119,734,286
18.0055634_-76.7484079_scitechsign_2.jpg,800,600,18.0055634_-76.7484079_scitechsign,126,6,620,492
18.0053657_-76.7491452_physicssign_5.jpg,800,600,18.0053657_-76.7491452_physicssign,248,147,621,228
18.0050609_-76.7496662_auntyjackie_22.jpg,800,600,18.0050609_-76.7496662_auntyjackie,158,3,701,382
18.0050864_-76.7496363_bench_3.jpg,800,600,18.0050864_-76.7496363_bench,174,82,478,321
18.0055634_-76.7484079_scitechsign_10.jpg,800,600,18.0055634_-76.7484079_scitechsign,42,1,662,600
18.0051836_-76.7497262_pclt1_4.jpg,800,600,18.0051836_-76.7497262_pclt1,385,68,577,328
18.0053644_-76.7493880_librarysign_12.jpg,800,600,18.0053644_-76.7493880_librarysign,385,101,715,195
18.0050864_-76.7496363_bench_19.jpg,800,600,18.0050864_-76.7496363_bench,202,97,561,255
18.0053657_-76.7491452_physicssign_22.jpg,800,600,18.0053657_-76.7491452_physicssign,293,187,540,235
18.0053530_-76.7490375_signatentrancetoscitech_17.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,224,279,355,398
18.0050609_-76.7496662_auntyjackie_16.jpg,800,600,18.0050609_-76.7496662_auntyjackie,1,38,797,441
18.0050609_-76.7496662_auntyjackie_4.jpg,800,600,18.0050609_-76.7496662_auntyjackie,32,3,791,389
18.0051836_-76.7497262_pclt1_21.jpg,800,600,18.0051836_-76.7497262_pclt1,434,92,629,362
18.0053644_-76.7493880_librarysign_22.jpg,800,600,18.0053644_-76.7493880_librarysign,136,6,640,103
18.0051667_-76.74944412_librarystall_7.jpg,800,600,18.0051667_-76.74944412_librarystall,145,174,636,508
18.0051667_-76.74944412_librarystall_6.jpg,800,600,18.0051667_-76.74944412_librarystall,207,159,662,449
18.0055634_-76.7484079_scitechsign_17.jpg,800,600,18.0055634_-76.7484079_scitechsign,320,100,575,360
18.0051667_-76.74944412_librarystall_11.jpg,800,600,18.0051667_-76.74944412_librarystall,148,192,685,516
18.0050864_-76.7496363_bench_23.jpg,800,600,18.0050864_-76.7496363_bench,362,128,564,249
18.0050609_-76.7496662_auntyjackie_17.jpg,800,600,18.0050609_-76.7496662_auntyjackie,1,49,793,451
18.0053530_-76.7490375_signatentrancetoscitech_21.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,301,259,456,327
18.0053644_-76.7493880_librarysign_2.jpg,800,600,18.0053644_-76.7493880_librarysign,201,114,672,203
18.0051836_-76.7497262_pclt1_11.jpg,800,600,18.0051836_-76.7497262_pclt1,456,101,591,286
18.0050609_-76.7496662_auntyjackie_28.jpg,800,600,18.0050609_-76.7496662_auntyjackie,1,40,524,462
18.0055634_-76.7484079_scitechsign_7.jpg,800,600,18.0055634_-76.7484079_scitechsign,148,1,675,600
18.0053644_-76.7493880_librarysign_23.jpg,800,600,18.0053644_-76.7493880_librarysign,61,106,778,216
18.0050864_-76.7496363_bench_20.jpg,800,600,18.0050864_-76.7496363_bench,323,133,528,249
18.0053245_-76.7486424_recyclebin_17.jpg,800,600,18.0053245_-76.7486424_recyclebin,223,152,610,557
18.0051836_-76.7497262_pclt1_13.jpg,800,600,18.0051836_-76.7497262_pclt1,282,52,770,571
18.0053530_-76.7490375_signatentrancetoscitech_9.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,201,194,556,268
18.0053644_-76.7493880_librarysign_17.jpg,800,600,18.0053644_-76.7493880_librarysign,121,119,800,303
18.0053644_-76.7493880_librarysign_18.jpg,800,600,18.0053644_-76.7493880_librarysign,274,111,515,184
18.0051836_-76.7497262_pclt1_3.jpg,800,600,18.0051836_-76.7497262_pclt1,377,70,583,367
18.0055634_-76.7484079_scitechsign_15.jpg,800,600,18.0055634_-76.7484079_scitechsign,296,113,542,362
18.0050609_-76.7496662_auntyjackie_23.jpg,800,600,18.0050609_-76.7496662_auntyjackie,353,116,669,398
18.0050864_-76.7496363_bench_9.jpg,800,600,18.0050864_-76.7496363_bench,259,100,520,233
18.0050864_-76.7496363_bench_22.jpg,800,600,18.0050864_-76.7496363_bench,272,108,662,270
18.0053644_-76.7493880_librarysign_9.jpg,800,600,18.0053644_-76.7493880_librarysign,259,117,548,208
18.0051667_-76.74944412_librarystall_14.jpg,800,600,18.0051667_-76.74944412_librarystall,150,184,656,514
18.0050609_-76.7496662_auntyjackie_3.jpg,800,600,18.0050609_-76.7496662_auntyjackie,39,46,710,324
18.0053530_-76.7490375_signatentrancetoscitech_5.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,150,173,345,321
18.0055634_-76.7484079_scitechsign_5.jpg,800,600,18.0055634_-76.7484079_scitechsign,94,1,680,578
18.0053245_-76.7486424_recyclebin_14.jpg,800,600,18.0053245_-76.7486424_recyclebin,445,152,569,311
18.0051667_-76.74944412_librarystall_5.jpg,800,600,18.0051667_-76.74944412_librarystall,174,186,637,494
18.0053657_-76.7491452_physicssign_13.jpg,800,600,18.0053657_-76.7491452_physicssign,156,182,475,270
18.0053245_-76.7486424_recyclebin_21.jpg,800,600,18.0053245_-76.7486424_recyclebin,145,63,680,600
18.0053245_-76.7486424_recyclebin_4.jpg,800,600,18.0053245_-76.7486424_recyclebin,588,152,800,408
18.0051836_-76.7497262_pclt1_19.jpg,800,600,18.0051836_-76.7497262_pclt1,97,33,675,600
18.0053530_-76.7490375_signatentrancetoscitech_23.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,229,160,383,274
18.0050609_-76.7496662_auntyjackie_25.jpg,800,600,18.0050609_-76.7496662_auntyjackie,118,51,637,408
18.0053657_-76.7491452_physicssign_16.jpg,800,600,18.0053657_-76.7491452_physicssign,20,9,774,155
18.0053245_-76.7486424_recyclebin_2.jpg,800,600,18.0053245_-76.7486424_recyclebin,475,147,739,425
18.0053644_-76.7493880_librarysign_11.jpg,800,600,18.0053644_-76.7493880_librarysign,301,79,742,173
18.0051836_-76.7497262_pclt1_22.jpg,800,600,18.0051836_-76.7497262_pclt1,428,119,548,289
18.0053245_-76.7486424_recyclebin_19.jpg,800,600,18.0053245_-76.7486424_recyclebin,42,76,551,587
18.0055634_-76.7484079_scitechsign_11.jpg,800,600,18.0055634_-76.7484079_scitechsign,297,82,505,306
18.0050864_-76.7496363_bench_8.jpg,800,600,18.0050864_-76.7496363_bench,412,116,686,274
18.0050609_-76.7496662_auntyjackie_10.jpg,800,600,18.0050609_-76.7496662_auntyjackie,2,41,699,430
18.0053657_-76.7491452_physicssign_1.jpg,800,600,18.0053657_-76.7491452_physicssign,20,81,743,194
18.0053530_-76.7490375_signatentrancetoscitech_11.jpg,800,600,18.0053530_-76.7490375_signatentrancetoscitech,153,76,607,230
18.0050609_-76.7496662_auntyjackie_2.jpg,800,600,18.0050609_-76.7496662_auntyjackie,172,55,626,289
18.0053657_-76.7491452_physicssign_10.jpg,800,600,18.0053657_-76.7491452_physicssign,132,89,707,260
18.0050864_-76.7496363_bench_15.jpg,800,600,18.0050864_-76.7496363_bench,151,86,570,421
18.0053657_-76.7491452_physicssign_12.jpg,800,600,18.0053657_-76.7491452_physicssign,285,174,524,222
18.0050609_-76.7496662_auntyjackie_30.jpg,800,600,18.0050609_-76.7496662_auntyjackie,107,68,591,343
